unix_time,iso_time,x,y,z,roll_deg,pitch_deg,yaw_deg
1771802422.2604136,2026-02-22T23:20:22.260414+00:00,6.48682525037414,-9.991049492635454,-0.08467059738309704,-177.22655479796938,-70.99251331720373,-68.45237611150685
1771802422.2608507,2026-02-22T23:20:22.260851+00:00,6.4879101079366315,-9.995011114179523,-0.08560969768566229,-177.16412756395476,-71.02076429029505,-68.50322657938555
1771802422.2612386,2026-02-22T23:20:22.261239+00:00,6.48908673338559,-9.99929527812709,-0.0866485625937624,-177.1132542580853,-71.04872772178649,-68.53947967214253
1771802422.2614946,2026-02-22T23:20:22.261495+00:00,6.490256317222779,-10.003573274057384,-0.08770243426770305,-177.0736254643483,-71.06584919617818,-68.56489597144271
1771802422.2617354,2026-02-22T23:20:22.261735+00:00,6.491421257794061,-10.007856079311662,-0.08875737901921184,-177.04927909274286,-71.09219925333996,-68.57700855300274
1771802422.2620723,2026-02-22T23:20:22.262072+00:00,6.492580136212466,-10.01214057665585,-0.08980363069970351,-177.02718905716173,-71.12486653722057,-68.58863607521594
1771802422.2625031,2026-02-22T23:20:22.262503+00:00,6.493725232890228,-10.016409057681734,-0.09084595337749352,-177.00584149585615,-71.1628183145162,-68.60148482630714
1771802422.2634497,2026-02-22T23:20:22.263450+00:00,6.494857860276709,-10.020661783539389,-0.09189098073700157,-176.96624732403637,-71.2091634035235,-68.63318384881826
1771802422.2647498,2026-02-22T23:20:22.264750+00:00,6.4959847636359935,-10.024914852287779,-0.09293080029325194,-176.92342364828403,-71.25450961715083,-68.6701866277201
1771802422.2653403,2026-02-22T23:20:22.265340+00:00,6.497106708165528,-10.029165736373086,-0.09396037316429218,-176.886891650549,-71.29928571679673,-68.69948000853334
1771802422.3159506,2026-02-22T23:20:22.315951+00:00,6.498524947234388,-10.022707609828405,-0.10752014310473079,-176.89712506158978,-71.34611286382463,-68.68681043249833
1771802422.3169303,2026-02-22T23:20:22.316930+00:00,6.507086757706676,-10.05555097443755,-0.1158968795577426,-177.02515417187865,-71.54901581027994,-68.51376918657503
1771802422.3595603,2026-02-22T23:20:22.359560+00:00,6.50814458594095,-10.059670644842667,-0.11690760831482434,-177.08605303774013,-71.58068938883328,-68.45138176962504
1771802422.3601677,2026-02-22T23:20:22.360168+00:00,6.509199197976301,-10.06379525794807,-0.11789425114077302,-177.16903677463756,-71.6157766350696,-68.36773397065501
1771802422.3607278,2026-02-22T23:20:22.360728+00:00,6.510249442407321,-10.067912217128184,-0.1188548524121108,-177.27563924373783,-71.64534526683336,-68.26195434621656
1771802422.3611648,2026-02-22T23:20:22.361165+00:00,6.511290744156223,-10.072005064380633,-0.11980154396533942,-177.4070559463553,-71.66886342950548,-68.13363084531429
1771802422.3615472,2026-02-22T23:20:22.361547+00:00,6.512317142453251,-10.07607053365488,-0.12074543068283618,-177.51817362732976,-71.6880933996342,-68.02638968556356
1771802422.3622074,2026-02-22T23:20:22.362207+00:00,6.513331714557395,-10.080123888277,-0.12168985811094836,-177.6089391609742,-71.70488187868062,-67.93996486985306
1771802422.362667,2026-02-22T23:20:22.362667+00:00,6.514344378747463,-10.084176891056591,-0.12263064237109839,-177.66923324234713,-71.7179494301846,-67.88290131806205
